"ENTREZID","category","gene_Symbol"
"6819","Foveolar cells","SULT1C2"
"22949","Foveolar cells","PTGR1"
"5319","Foveolar cells","PLA2G1B"
"1208","Foveolar cells","CLPS"
"2938","Foveolar cells","GSTA1"
"5225","Foveolar cells","PGC"
"7032","Foveolar cells","TFF2"
"3957","Foveolar cells","LGALS2"
"8000","Foveolar cells","PSCA"
"200504","Foveolar cells","GKN2"
"56287","Foveolar cells","GKN1"
"51208","Foveolar cells","CLDN18"
"54474","Foveolar cells","KRT20"
"3960","Foveolar cells","LGALS4"
"57016","Foveolar cells","AKR1B10"
"90865","Foveolar cells","IL33"
"6529","GABAergic neurons","SLC6A1"
"9568","GABAergic neurons","GABBR2"
"2571","GABAergic neurons","GAD1"
"4616","GABAergic neurons","GADD45B"
"5076","GABAergic neurons","PAX2"
"140679","GABAergic neurons","SLC32A1"
"2572","GABAergic neurons","GAD2"
"7432","GABAergic neurons","VIP"
"6750","GABAergic neurons","SST"
"5816","GABAergic neurons","PVALB"
"388121","GABAergic neurons","TNFAIP8L3"
"10512","GABAergic neurons","SEMA3C"
"4604","GABAergic neurons","MYBPC1"
"25849","GABAergic neurons","PARM1"
"1745","GABAergic neurons","DLX1"
"5539","Gamma (PP) cells","PPY"
"10590","Gamma (PP) cells","SCGN"
"486","Gamma (PP) cells","FXYD2"
"4246","Gamma (PP) cells","SCGB2A1"
"100873969","Gamma (PP) cells","GPC5-AS1"
"152189","Gamma (PP) cells","CMTM8"
"170302","Gamma (PP) cells","ARX"
"2115","Gamma (PP) cells","ETV1"
"23614","Gamma (PP) cells","PPY2P"
"54899","Gamma (PP) cells","PXK"
"400120","Gamma (PP) cells","SERTM1"
"84189","Gamma (PP) cells","SLITRK6"
"9723","Gamma (PP) cells","SEMA3E"
"10930","Gamma (PP) cells","APOBEC2"
"10060","Gamma (PP) cells","ABCC9"
"4760","Gamma (PP) cells","NEUROD1"
"5080","Gamma (PP) cells","PAX6"
"3670","Gamma (PP) cells","ISL1"
"9607","Gamma (PP) cells","CARTPT"
"221981","Gamma (PP) cells","THSD7A"
"360","Gamma (PP) cells","AQP3"
"954","Gamma (PP) cells","ENTPD2"
"5737","Gamma (PP) cells","PTGFR"
"1124","Gamma (PP) cells","CHN2"
"1960","Gamma (PP) cells","EGR3"
"55885","Gamma (PP) cells","LMO3"
"4211","Gamma (PP) cells","MEIS1"
"84858","Gamma (PP) cells","ZNF503"
"2244","Gamma (PP) cells","FGB"
"10578","Gamma delta T cells","GNLY"
"5730","Gamma delta T cells","PTGDS"
"3002","Gamma delta T cells","GZMB"
"6285","Gamma delta T cells","S100B"
"83888","Gamma delta T cells","FGFBP2"
"4818","Gamma delta T cells","NKG7"
"5551","Gamma delta T cells","PRF1"
"51348","Gamma delta T cells","KLRF1"
"84525","Gamma delta T cells","HOPX"
"8530","Gamma delta T cells","CST7"
"3824","Gamma delta T cells","KLRD1"
"1521","Gamma delta T cells","CTSW"
"10417","Gamma delta T cells","SPON2"
"8519","Gamma delta T cells","IFITM1"
"3001","Gamma delta T cells","GZMA"
"919","Gamma delta T cells","CD247"
"9022","Gamma delta T cells","CLIC3"
"924","Gamma delta T cells","CD7"
"9289","Gamma delta T cells","ADGRG1"
"6352","Gamma delta T cells","CCL5"
"28526","Gamma delta T cells","TRDC"
"3925","Gamma delta T cells","STMN1"
"3148","Gamma delta T cells","HMGB2"
"7298","Gamma delta T cells","TYMS"
"4288","Gamma delta T cells","MKI67"
"11065","Gamma delta T cells","UBE2C"
"10376","Gamma delta T cells","TUBA1B"
"259266","Gamma delta T cells","ASPM"
"1058","Gamma delta T cells","CENPA"
"7153","Gamma delta T cells","TOP2A"
"5111","Gamma delta T cells","PCNA"
"9212","Gamma delta T cells","AURKB"
"332","Gamma delta T cells","BIRC5"
"51203","Gamma delta T cells","NUSAP1"
"10024","Gamma delta T cells","TROAP"
"203068","Gamma delta T cells","TUBB"
NA,"Gamma delta T cells","H2AFX"
"1063","Gamma delta T cells","CENPF"
"891","Gamma delta T cells","CCNB1"
NA,"Gamma delta T cells","H2AFZ"
"6974","Gamma delta T cells","TRGV2"
"6984","Gamma delta T cells","TRGV10"
"6985","Gamma delta T cells","TRGV11"
"6973","Gamma delta T cells","TRGV1"
"6976","Gamma delta T cells","TRGV3"
"6977","Gamma delta T cells","TRGV4"
"6978","Gamma delta T cells","TRGV5"
"6982","Gamma delta T cells","TRGV8"
"6983","Gamma delta T cells","TRGV9"
"6968","Gamma delta T cells","TRGJ1"
"6969","Gamma delta T cells","TRGJ2"
"6971","Gamma delta T cells","TRGJP1"
"6972","Gamma delta T cells","TRGJP2"
"6970","Gamma delta T cells","TRGJP"
"6966","Gamma delta T cells","TRGC1"
"6967","Gamma delta T cells","TRGC2"
"28525","Gamma delta T cells","TRDD1"
"28524","Gamma delta T cells","TRDD2"
"28523","Gamma delta T cells","TRDD3"
"28522","Gamma delta T cells","TRDJ1"
"28521","Gamma delta T cells","TRDJ2"
"28520","Gamma delta T cells","TRDJ3"
"28519","Gamma delta T cells","TRDJ4"
"28518","Gamma delta T cells","TRDV1"
"28517","Gamma delta T cells","TRDV2"
"28516","Gamma delta T cells","TRDV3"
"290","Gastric chief cells","ANPEP"
"168620","Gastric chief cells","BHLHA15"
"9545","Gastric chief cells","RAB3D"
"3952","Gastric chief cells","LEP"
"8549","Gastric chief cells","LGR5"
"3784","Gastric chief cells","KCNQ1"
"1956","Gastric chief cells","EGFR"
"5590","Gastric chief cells","PRKCZ"
"27159","Gastric chief cells","CHIA"
"1131","Gastric chief cells","CHRM3"
"1956","Germ cells","EGFR"
"5460","Germ cells","POU5F1"
"7022","Germ cells","TFAP2C"
"1618","Germ cells","DAZL"
"4103","Germ cells","MAGEA4"
"54514","Germ cells","DDX4"
NA,"Germ cells","1"
"9633","Germ cells","TESMIN"
"83639","Germ cells","TEX101"
"93953","Germ cells","GCNA"
"5619","Germ cells","PRM1"
"7142","Germ cells","TNP2"
"646480","Germ cells","FABP9"
"4957","Germ cells","ODF2"
"7180","Germ cells","CRISP2"
"6954","Germ cells","TCP11"
"449520","Germ cells","GGNBP1"
"51533","Germ cells","PHF7"
"9586","Germ cells","CREB5"
"200172","Germ cells","SLFNL1"
"170712","Germ cells","COX7B2"
"84643","Germ cells","KIF2B"
"728621","Germ cells","CCDC30"
"255252","Germ cells","LRRC57"
"79370","Germ cells","BCL2L14"
"282679","Germ cells","AQP11"
"84066","Germ cells","TEX35"
"6691","Germ cells","SPINK2"
"81629","Germ cells","TSSK3"
NA,"Germ cells","GSG2"
"148327","Germ cells","CREB3L4"
"128229","Germ cells","TSACC"
"284680","Germ cells","SPATA46"
"83659","Germ cells","TEKT1"
"254956","Germ cells","MORN5"
"78990","Germ cells","OTUB2"
"60385","Germ cells","TSKS"
NA,"Germ cells","H2AFB1"
"25923","Germ cells","ATL3"
"63948","Germ cells","DMRTB1"
"127391","Germ cells","TMCO2"
"9457","Germ cells","FHL5"
"64232","Germ cells","MS4A5"
"10047","Germ cells","CST8"
"388946","Germ cells","TMEM247"
"168391","Germ cells","GALNTL5"
"23762","Germ cells","OSBP2"
NA,"Germ cells","MARCH11"
"339669","Germ cells","TEX33"
"64847","Germ cells","SPATA20"
"284040","Germ cells","CDRT4"
"132671","Germ cells","SPATA18"
"474354","Germ cells","LRRC18"
"140856","Germ cells","SCP2D1"
"132141","Germ cells","IQCF1"
NA,"Germ cells","2"
"7288","Germ cells","TULP2"
"84692","Germ cells","CCDC54"
"8852","Germ cells","AKAP4"
"121355","Germ cells","GTSF1"
"5535","Germ cells","PPP3R2"
"122664","Germ cells","TPPP2"
"149018","Germ cells","LELP1"
NA,"Germ cells","SPERT"
"25858","Germ cells","CATSPERZ"
"84944","Germ cells","MAEL"
"5224","Germ cells","PGAM2"
"79639","Germ cells","TMEM53"
"140625","Germ cells","ACTRT2"
"54763","Germ cells","ROPN1"
"146310","Germ cells","RNF151"
"401067","Germ cells","IQCF3"
"85438","Germ cells","CABS1"
"55297","Germ cells","CCDC91"
"130560","Germ cells","SPATA3"
"90506","Germ cells","LRRC46"
"132954","Germ cells","PDCL2"
NA,"Germ cells","H1FNT"
"83983","Germ cells","TSSK6"
"341947","Germ cells","COX8C"
"1068","Germ cells","CETN1"
"219938","Germ cells","SPATA19"
"23617","Germ cells","TSSK2"
"148066","Germ cells","ZNRF4"
"202051","Germ cells","SPATA24"
"132851","Germ cells","SPATA4"
"112703","Germ cells","FAM71E1"
"100128071","Germ cells","FAM229A"
NA,"Germ cells","HILS1"
NA,"Germ cells","HRASLS5"
"26330","Germ cells","GAPDHS"
"94086","Germ cells","HSPB9"
"124045","Germ cells","SPATA33"
"84654","Germ cells","SPZ1"
"58531","Germ cells","PRM3"
"389458","Germ cells","RBAKDN"
"414061","Germ cells","DNAJB3"
"127540","Germ cells","HMGB4"
"83853","Germ cells","ROPN1L"
"83445","Germ cells","GSG1"
"7141","Germ cells","TNP1"
"4184","Germ cells","SMCP"
"3948","Germ cells","LDHC"
"5620","Germ cells","PRM2"
"123872","Germ cells","DNAAF1"
"97","Germ cells","ACYP1"
"6652","Germ cells","SORD"
"27120","Germ cells","DKKL1"
"89765","Germ cells","RSPH1"
"125965","Germ cells","COX6B2"
NA,"Germ cells","1"
"284422","Germ cells","SMIM24"
"53340","Germ cells","SPA17"
"644890","Germ cells","MEIG1"
"8468","Germ cells","FKBP6"
"54457","Germ cells","TAF7L"
"6847","Germ cells","SYCP1"
"402381","Germ cells","SOHLH1"
"83447","Germ cells","SLC25A31"
"148479","Germ cells","PHF13"
"1961","Germ cells","EGR4"
"27127","Germ cells","SMC1B"
"56154","Germ cells","TEX15"
"54456","Germ cells","MOV10L1"
"11091","Germ cells","WDR5"
"1761","Germ cells","DMRT1"
"346673","Germ cells","STRA8"
"116225","Germ cells","ZMYND19"
"23195","Germ cells","MDN1"
"55124","Germ cells","PIWIL2"
"2649","Germ cells","NR6A1"
"222194","Germ cells","RSBN1L"
"6993","Germ cells","DYNLT1"
"5073","Germ cells","PARN"
"4288","Germ cells","MKI67"
"1111","Germ cells","CHEK1"
"672","Germ cells","BRCA1"
"11144","Germ cells","DMC1"
"64928","Germ cells","MRPL14"
"27030","Germ cells","MLH3"
"9576","Germ cells","SPAG6"
"124626","Germ cells","ZPBP2"
"1768","Germ cells","DNAH6"
"814","Germ cells","CAMK4"
"1390","Germ cells","CREM"
"4642","Germ cells","MYO1D"
"51361","Germ cells","HOOK1"
"353324","Germ cells","SPATA12"
"1813","Glomus cells","DRD2"
"4842","Glomus cells","NOS1"
"8929","Glomus cells","PHOX2B"
"7054","Glomus cells","TH"
"3163","Glomus cells","HMOX2"
"56901","Glomus cells","NDUFA4L2"
"84701","Glomus cells","COX4I2"
"3554","Glomus cells","IL1R1"
"7132","Glomus cells","TNFRSF1A"
"1491","Glomus cells","CTH"
"875","Glomus cells","CBS"
"2697","Glomus cells","GJA1"
"3777","Glomus cells","KCNK3"
"41","Glomus cells","ASIC1"
"9311","Glomus cells","ASIC3"
"800","Glomus cells","CALD1"
"1282","Glomus cells","COL4A1"
"7431","Glomus cells","VIM"
"2034","Glomus cells","EPAS1"
"2674","Glomus cells","GFRA1"
"2675","Glomus cells","GFRA2"
"2596","Glomus cells","GAP43"
"4318","Glomus cells","MMP9"
"3572","Glomus cells","IL6ST"
"3767","Glomus cells","KCNJ11"
"3764","Glomus cells","KCNJ8"
"6833","Glomus cells","ABCC8"
"51305","Glomus cells","KCNK9"
"57030","Glutaminergic neurons","SLC17A7"
"57084","Glutaminergic neurons","SLC17A6"
"2902","Glutaminergic neurons","GRIN1"
"2904","Glutaminergic neurons","GRIN2B"
"2744","Glutaminergic neurons","GLS"
"4212","Glutaminergic neurons","MEIS2"
"246213","Glutaminergic neurons","SLC17A8"
"6505","Glutaminergic neurons","SLC1A1"
"6506","Glutaminergic neurons","SLC1A2"
"6511","Glutaminergic neurons","SLC1A6"
"6536","Glycinergic neurons","SLC6A9"
"140679","Glycinergic neurons","SLC32A1"
"90993","Goblet cells","CREB3L1"
"171389","Goblet cells","NLRP6"
"4586","Goblet cells","MUC5AC"
"4583","Goblet cells","MUC2"
"23315","Goblet cells","SLC9A8"
"283310","Goblet cells","OTOGL"
"55600","Goblet cells","ITLN1"
"360","Goblet cells","AQP3"
"50937","Goblet cells","CDON"
"4585","Goblet cells","MUC4"
"727897","Goblet cells","MUC5B"
"131920","Goblet cells","TMEM207"
"7033","Goblet cells","TFF3"
"10551","Goblet cells","AGR2"
"1045","Goblet cells","CDX2"
"3855","Goblet cells","KRT7"
"54474","Goblet cells","KRT20"
"2980","Goblet cells","GUCA2A"
"644844","Goblet cells","PHGR1"
"56667","Goblet cells","MUC13"
"8857","Goblet cells","FCGBP"
"1179","Goblet cells","CLCA1"
"653808","Goblet cells","ZG16"
"25823","Goblet cells","TPSG1"
"79695","Goblet cells","GALNT12"
"474","Goblet cells","ATOH1"
"387849","Goblet cells","REP15"
"10954","Goblet cells","PDIA5"
"8399","Goblet cells","PLA2G10"
"3816","Goblet cells","KLK1"
"25803","Goblet cells","SPDEF"
"389816","Goblet cells","LRRC26"
"25825","Goblet cells","BACE2"
"7873","Goblet cells","MANF"
"27290","Goblet cells","SPINK4"
"268","Granulosa cells","AMH"
"4162","Granulosa cells","MCAM"
"666","Granulosa cells","BOK"
"9510","Granulosa cells","ADAMTS1"
"4015","Granulosa cells","LOX"
"2273","Granulosa cells","FHL1"
"3623","Granulosa cells","INHA"
"3283","Granulosa cells","HSD3B1"
"5654","Granulosa cells","HTRA1"
"2597","Granulosa cells","GAPDH"
"7137","Granulosa cells","TNNI3"
"3292","Granulosa cells","HSD17B1"
"55355","Granulosa cells","HJURP"
"2492","Granulosa cells","FSHR"
"668","Granulosa cells","FOXL2"
"1588","Granulosa cells","CYP19A1"
"2116","Hemangioblasts","ETV2"
NA,"Hemangioblasts","T"
"6886","Hemangioblasts","TAL1"
"7070","Hematopoietic stem cells","THY1"
"4352","Hematopoietic stem cells","MPL"
"3815","Hematopoietic stem cells","KIT"
"8842","Hematopoietic stem cells","PROM1"
"2322","Hematopoietic stem cells","FLT3"
"6504","Hematopoietic stem cells","SLAMF1"
"7852","Hematopoietic stem cells","CXCR4"
"7010","Hematopoietic stem cells","TEK"
"5243","Hematopoietic stem cells","ABCB1"
"9429","Hematopoietic stem cells","ABCG2"
"79870","Hematopoietic stem cells","BAALC"
"6693","Hematopoietic stem cells","SPN"
"64866","Hematopoietic stem cells","CDCP1"
"91663","Hematopoietic stem cells","MYADM"
"4254","Hematopoietic stem cells","KITLG"
"7042","Hematopoietic stem cells","TGFB2"
"5791","Hematopoietic stem cells","PTPRE"
"6879","Hematopoietic stem cells","TAF7"
"2624","Hematopoietic stem cells","GATA2"
"29909","Hematopoietic stem cells","GPR171"
"284","Hematopoietic stem cells","ANGPT1"
"10544","Hematopoietic stem cells","PROCR"
"4778","Hematopoietic stem cells","NFE2"
"159296","Hematopoietic stem cells","NKX2-3"
"3087","Hematopoietic stem cells","HHEX"
"4211","Hematopoietic stem cells","MEIS1"
"4066","Hematopoietic stem cells","LYL1"
"1997","Hematopoietic stem cells","ELF1"
"3131","Hematopoietic stem cells","HLF"
"64407","Hematopoietic stem cells","RGS18"
"80177","Hematopoietic stem cells","MYCT1"
"9289","Hematopoietic stem cells","ADGRG1"
"1789","Hematopoietic stem cells","DNMT3B"
"4613","Hematopoietic stem cells","MYCN"
"1820","Hematopoietic stem cells","ARID3A"
"3674","Hematopoietic stem cells","ITGA2B"
"2625","Hematopoietic stem cells","GATA3"
"54538","Hematopoietic stem cells","ROBO4"
"5308","Hematopoietic stem cells","PITX2"
"10628","Hematopoietic stem cells","TXNIP"
"861","Hematopoietic stem cells","RUNX1"
"5802","Hematopoietic stem cells","PTPRS"
"5788","Hematopoietic stem cells","PTPRC"
"960","Hematopoietic stem cells","CD44"
"2672","Hematopoietic stem cells","GFI1"
"962","Hematopoietic stem cells","CD48"
"3149","Hematopoietic stem cells","HMGB3"
"7097","Hematopoietic stem cells","TLR2"
"324","Hematopoietic stem cells","APC"
"26354","Hematopoietic stem cells","GNL3"
"4257","Hematopoietic stem cells","MGST1"
"50486","Hematopoietic stem cells","G0S2"
"5621","Hematopoietic stem cells","PRNP"
"947","Hematopoietic stem cells","CD34"
"648","Hematopoietic stem cells","BMI1"
"966","Hematopoietic stem cells","CD59"
"3676","Hematopoietic stem cells","ITGA4"
"290","Hematopoietic stem cells","ANPEP"
"945","Hematopoietic stem cells","CD33"
"3563","Hematopoietic stem cells","IL3RA"
"3142","Hematopoietic stem cells","HLX"
"4824","Hematopoietic stem cells","NKX3-1"
"55901","Hematopoietic stem cells","THSD1"
"9612","Hematopoietic stem cells","NCOR2"
"1958","Hematopoietic stem cells","EGR1"
"152273","Hematopoietic stem cells","FGD5"
"2122","Hematopoietic stem cells","MECOM"
"8727","Hematopoietic stem cells","CTNNAL1"
"7450","Hematopoietic stem cells","VWF"
"5089","Hematopoietic stem cells","PBX2"
"6886","Hematopoietic stem cells","TAL1"
"2078","Hematopoietic stem cells","ERG"
"4756","Hematopoietic stem cells","NEO1"
"1960","Hematopoietic stem cells","EGR3"
"23764","Hematopoietic stem cells","MAFF"
"3655","Hematopoietic stem cells","ITGA6"
"2705","Hematopoietic stem cells","GJB1"
"1000","Hematopoietic stem cells","CDH2"
"216","Hematopoietic stem cells","ALDH1A1"
"8328","Hematopoietic stem cells","GFI1B"
"4851","Hematopoietic stem cells","NOTCH1"
"4853","Hematopoietic stem cells","NOTCH2"
"84898","Hematopoietic stem cells","PLXDC2"
"90952","Hematopoietic stem cells","ESAM"
"1636","Hematopoietic stem cells","ACE"
"7225","Hematopoietic stem cells","TRPC6"
"3215","Hematopoietic stem cells","HOXB5"
"54790","Hematopoietic stem cells","TET2"
"11093","Hepatic stellate cells","ADAMTS13"
"114757","Hepatic stellate cells","CYGB"
"5468","Hepatic stellate cells","PPARG"
"5156","Hepatic stellate cells","PDGFRA"
"8490","Hepatic stellate cells","RGS5"
"5465","Hepatic stellate cells","PPARA"
"2294","Hepatic stellate cells","FOXF1"
"213","Hepatic stellate cells","ALB"
"9971","Hepatic stellate cells","NR1H4"
NA,"Hepatic stellate cells","CTGF"
"8482","Hepatic stellate cells","SEMA7A"
"185","Hepatic stellate cells","AGTR1"
"80339","Hepatic stellate cells","PNPLA3"
"7490","Hepatic stellate cells","WT1"
"2255","Hepatic stellate cells","FGF10"
"2670","Hepatic stellate cells","GFAP"
"4804","Hepatic stellate cells","NGFR"
"7422","Hepatic stellate cells","VEGFA"
"59","Hepatic stellate cells","ACTA2"
"4602","Hepatic stellate cells","MYB"
"1674","Hepatic stellate cells","DES"
"2191","Hepatic stellate cells","FAP"
"6546","Hepatic stellate cells","SLC8A1"
"5649","Hepatic stellate cells","RELN"
"6855","Hepatic stellate cells","SYP"
"7414","Hepatic stellate cells","VCL"
"7076","Hepatic stellate cells","TIMP1"
"1277","Hepatic stellate cells","COL1A1"
"6876","Hepatic stellate cells","TAGLN"
"1278","Hepatic stellate cells","COL1A2"
"1281","Hepatic stellate cells","COL3A1"
"6678","Hepatic stellate cells","SPARC"
"5947","Hepatic stellate cells","RBP1"
"1634","Hepatic stellate cells","DCN"
"10398","Hepatic stellate cells","MYL9"
"7169","Hepatic stellate cells","TPM2"
"55384","Hepatic stellate cells","MEG3"
"633","Hepatic stellate cells","BGN"
"3490","Hepatic stellate cells","IGFBP7"
"3486","Hepatic stellate cells","IGFBP3"
NA,"Hepatic stellate cells","CYR61"
"56944","Hepatic stellate cells","OLFML3"
"3489","Hepatic stellate cells","IGFBP6"
"6347","Hepatic stellate cells","CCL2"
"78989","Hepatic stellate cells","COLEC11"
"3082","Hepatic stellate cells","HGF"
"174","Hepatoblasts","AFP"
"213","Hepatoblasts","ALB"
"1050","Hepatoblasts","CEBPA"
"3861","Hepatoblasts","KRT14"
"8788","Hepatoblasts","DLK1"
"999","Hepatoblasts","CDH1"
"2305","Hepatoblasts","FOXM1"
"2678","Hepatoblasts","GGT1"
"3172","Hepatoblasts","HNF4A"
"5629","Hepatoblasts","PROX1"
"6416","Hepatoblasts","MAP2K4"
"4090","Hepatoblasts","SMAD5"
"3875","Hepatoblasts","KRT18"
"3856","Hepatoblasts","KRT8"
"6928","Hepatoblasts","HNF1B"
"3087","Hepatoblasts","HHEX"
"4233","Hepatoblasts","MET"
"8061","Hepatocytes","FOSL1"
"83481","Hepatocytes","EPPK1"
"7351","Hepatocytes","UCP2"
"2645","Hepatocytes","GCK"
"4041","Hepatocytes","LRP5"
"6554","Hepatocytes","SLC10A1"
"4843","Hepatocytes","NOS2"
"540","Hepatocytes","ATP7B"
"3172","Hepatocytes","HNF4A"
"2706","Hepatocytes","GJB2"
"2264","Hepatocytes","FGFR4"
"5629","Hepatocytes","PROX1"
"1401","Hepatocytes","CRP"
"2922","Hepatocytes","GRP"
"6514","Hepatocytes","SLC2A2"
"7036","Hepatocytes","TFR2"
"23303","Hepatocytes","KIF13B"
"3990","Hepatocytes","LIPC"
"7421","Hepatocytes","VDR"
"432","Hepatocytes","ASGR1"
"383","Hepatocytes","ARG1"
"174","Hepatocytes","AFP"
"213","Hepatocytes","ALB"
NA,"Hepatocytes","G6PC"
"5009","Hepatocytes","OTC"
"5265","Hepatocytes","SERPINA1"
"54658","Hepatocytes","UGT1A1"
"22882","Hepatocytes","ZHX2"
"3087","Hepatocytes","HHEX"
"3171","Hepatocytes","FOXA3"
"3170","Hepatocytes","FOXA2"
"3169","Hepatocytes","FOXA1"
"1581","Hepatocytes","CYP7A1"
"1551","Hepatocytes","CYP3A7"
"1576","Hepatocytes","CYP3A4"
NA,"Hepatocytes","20"
"1565","Hepatocytes","CYP2D6"
"1559","Hepatocytes","CYP2C9"
"1558","Hepatocytes","CYP2C8"
"1557","Hepatocytes","CYP2C19"
"1555","Hepatocytes","CYP2B6"
"1548","Hepatocytes","CYP2A6"
"1544","Hepatocytes","CYP1A2"
"1050","Hepatocytes","CEBPA"
"999","Hepatocytes","CDH1"
"2719","Hepatocytes","GPC3"
"196","Hepatocytes","AHR"
"1543","Hepatocytes","CYP1A1"
"9970","Hepatocytes","NR1I3"
"1373","Hepatocytes","CPS1"
"27165","Hepatocytes","GLS2"
"5105","Hepatocytes","PCK1"
"6898","Hepatocytes","TAT"
"7490","Hepatocytes","WT1"
"79056","Hepatocytes","PRRG4"
"6817","Hepatocytes","SULT1A1"
"350","Hepatocytes","APOH"
"1499","Hepatocytes","CTNNB1"
"8714","Hepatocytes","ABCC3"
"2244","Hepatocytes","FGB"
"360","Hepatocytes","AQP3"
"5359","Hepatocytes","PLSCR1"
"2243","Hepatocytes","FGA"
"338","Hepatocytes","APOB"
"283","Hepatocytes","ANG"
"312","Hepatocytes","ANXA13"
